GeneID	Chr	Start	End	Strand	Length
ENSG00000157985.18	chr2	235494089	236131800	+	637712
ENSG00000235529.1	chr2	235505751	235507566	+	1816
ENSG00000222007.6	chr2	235773855	235783387	-	9533
ENSG00000228499.1	chr2	235882362	235882493	-	132
ENSG00000238812.1	chr2	236037250	236037311	+	62
ENSG00000264676.2	chr2	236072295	236072556	+	262
ENSG00000207049.1	chr2	236153071	236153172	-	102
ENSG00000168505.6	chr2	236165236	236168369	-	3134
ENSG00000233611.3	chr2	236167447	236294927	+	127481
ENSG00000182177.14	chr2	236194872	236264409	-	69538
ENSG00000200745.1	chr2	236210373	236210548	-	176
ENSG00000132321.16	chr2	236324147	236507542	-	183396
ENSG00000270540.1	chr2	236367560	236369102	+	1543
ENSG00000232893.1	chr2	236391074	236392388	+	1315
ENSG00000231546.1	chr2	236407846	236409077	-	1232
ENSG00000144476.5	chr2	236567787	236582358	+	14572
ENSG00000232328.1	chr2	236733382	236754363	+	20982
ENSG00000202341.1	chr2	237015204	237015305	-	102
ENSG00000124835.2	chr2	237048599	237056167	-	7569
ENSG00000227252.1	chr2	237059434	237085817	-	26384
ENSG00000198612.10	chr2	237085312	237100466	+	15155
ENSG00000224844.1	chr2	237122910	237124097	-	1188
ENSG00000224132.2	chr2	237257091	237257676	+	586
ENSG00000163359.15	chr2	237324003	237414375	-	90373
ENSG00000222022.1	chr2	237421420	237425276	-	3857
ENSG00000222032.1	chr2	237428920	237434822	-	5903
ENSG00000115648.13	chr2	237485428	237555318	+	69891
ENSG00000277842.1	chr2	237510931	237510988	+	58
ENSG00000222449.1	chr2	237563165	237563270	+	106
ENSG00000071677.1	chr2	237566574	237567175	+	602
ENSG00000124839.12	chr2	237574322	237601614	-	27293
ENSG00000234949.2	chr2	237591020	237595981	+	4962
ENSG00000227107.1	chr2	237612977	237626525	+	13549
ENSG00000124831.18	chr2	237627576	237813682	+	186107
ENSG00000177483.11	chr2	237798389	237842808	+	44420
ENSG00000132329.10	chr2	237858893	237912114	+	53222
ENSG00000263723.1	chr2	237869904	237869982	+	79
ENSG00000184182.18	chr2	237966827	238042782	+	75956
ENSG00000258984.5	chr2	237967014	238099412	+	132399
ENSG00000251971.1	chr2	238028971	238029063	-	93
ENSG00000132330.16	chr2	238060889	238099413	+	38525
ENSG00000144488.14	chr2	238100157	238133287	+	33131
ENSG00000168427.8	chr2	238138722	238152947	+	14226
ENSG00000279484.1	chr2	238152889	238155994	-	3106
ENSG00000178752.15	chr2	238158982	238168900	+	9919
ENSG00000132323.8	chr2	238170401	238203729	-	33329
ENSG00000186235.10	chr2	238224552	238231677	-	7126
ENSG00000225057.2	chr2	238231684	238255633	+	23950
ENSG00000144485.10	chr2	238238267	238240662	-	2396
ENSG00000132326.11	chr2	238244038	238290102	-	46065
ENSG00000283635.1	chr2	238289127	238300185	+	11059
ENSG00000232306.2	chr2	238295392	238300620	-	5229
ENSG00000204104.11	chr2	238320441	238400900	+	80460
ENSG00000202099.1	chr2	238412642	238412745	+	104
ENSG00000065802.11	chr2	238426742	238452250	+	25509
ENSG00000229915.1	chr2	238427077	238427729	-	653
ENSG00000274346.1	chr2	238454908	238457520	+	2613
ENSG00000225493.1	chr2	238510690	238555054	-	44365
ENSG00000234279.1	chr2	238720324	238740780	+	20457
ENSG00000224252.1	chr2	238735263	238735547	-	285
ENSG00000226992.1	chr2	238788648	238789716	-	1069
ENSG00000233608.3	chr2	238848032	238910543	+	62512
ENSG00000227744.4	chr2	238919302	238926269	-	6968
ENSG00000068024.16	chr2	239048168	239401654	-	353487
ENSG00000266109.1	chr2	239068817	239068914	-	98
ENSG00000264810.1	chr2	239085827	239085926	-	100
ENSG00000265215.1	chr2	239305462	239305545	+	84
ENSG00000264292.1	chr2	239351724	239351804	-	81
ENSG00000222020.2	chr2	239401436	239402364	+	929
ENSG00000196758.3	chr2	239578301	239586094	+	7794
ENSG00000227459.1	chr2	239625698	239630839	+	5142
ENSG00000259889.1	chr2	239734956	239735538	+	583
ENSG00000220256.3	chr2	239762860	239802883	+	40024
ENSG00000130414.11	chr2	239892450	240025402	-	132953
ENSG00000264279.1	chr2	239943015	239943094	-	80
ENSG00000182083.7	chr2	240028965	240030456	-	1492
ENSG00000178586.5	chr2	240045077	240047027	-	1951
ENSG00000231278.1	chr2	240079433	240080362	+	930
ENSG00000213048.3	chr2	240109102	240110052	+	951
ENSG00000172428.10	chr2	240126563	240136807	-	10245
ENSG00000178602.7	chr2	240139026	240144562	-	5537
ENSG00000227479.1	chr2	240227560	240256035	-	28476
ENSG00000276366.1	chr2	240289216	240289443	+	228
ENSG00000063660.8	chr2	240435671	240468078	+	32408
ENSG00000218416.4	chr2	240449315	240456714	-	7400
ENSG00000207611.1	chr2	240456001	240456089	+	89
ENSG00000144504.15	chr2	240479422	240569209	-	89788
ENSG00000188542.9	chr2	240560054	240564014	+	3961
ENSG00000142327.12	chr2	240565804	240581372	+	15569
ENSG00000260942.1	chr2	240582700	240586699	-	4000
ENSG00000142330.19	chr2	240586716	240617705	+	30990
ENSG00000178623.11	chr2	240605431	240631259	+	25829
ENSG00000276949.1	chr2	240672530	240672812	+	283
ENSG00000185176.12	chr2	240676418	240682906	-	6489
ENSG00000219159.4	chr2	240686334	240690414	+	4081
ENSG00000184945.13	chr2	240691845	240698483	+	6639
ENSG00000274977.1	chr2	240701204	240701685	-	482
ENSG00000130294.15	chr2	240713764	240820308	-	106545
ENSG00000172482.4	chr2	240868479	240880502	+	12024
ENSG00000172478.17	chr2	240886048	240896889	-	10842
ENSG00000226321.5	chr2	240906330	240993311	+	86982
ENSG00000233392.5	chr2	240954617	240967451	-	12835
ENSG00000223991.1	chr2	240981515	240986072	-	4558
ENSG00000162804.13	chr2	240998838	241095568	+	96731
ENSG00000229996.1	chr2	241010045	241010744	-	700
ENSG00000225521.1	chr2	241015599	241064116	-	48518
ENSG00000122085.16	chr2	241072169	241102332	-	30164
ENSG00000115687.13	chr2	241106099	241150264	-	44166
ENSG00000235861.1	chr2	241118725	241118943	+	219
ENSG00000115685.14	chr2	241149576	241183652	+	34077
ENSG00000146205.13	chr2	241188509	241225377	+	36869
ENSG00000115677.16	chr2	241227264	241317061	-	89798
ENSG00000168385.17	chr2	241315100	241354027	+	38928
ENSG00000223374.1	chr2	241351340	241353104	-	1765
ENSG00000006607.13	chr2	241356243	241494841	+	138599
ENSG00000263752.1	chr2	241477905	241477982	+	78
ENSG00000224232.1	chr2	241478316	241478993	+	678
ENSG00000115694.14	chr2	241492674	241509730	-	17057
ENSG00000234235.1	chr2	241544403	241558977	-	14575
ENSG00000176720.5	chr2	241551424	241574138	+	22715
ENSG00000273113.1	chr2	241581922	241582726	+	805
ENSG00000176946.11	chr2	241584405	241637449	-	53045
ENSG00000207186.1	chr2	241584968	241585075	+	108
ENSG00000168397.16	chr2	241637213	241673857	+	36645
ENSG00000168393.12	chr2	241675742	241686991	-	11250
ENSG00000168395.15	chr2	241687085	241729478	+	42394
ENSG00000235351.1	chr2	241724615	241725693	-	1079
ENSG00000180902.17	chr2	241734579	241768816	+	34238
ENSG00000215692.2	chr2	241734715	241735498	-	784
ENSG00000234793.1	chr2	241754793	241755740	-	948
ENSG00000154252.11	chr2	241776825	241804208	+	27384
ENSG00000215023.2	chr2	241800916	241801907	-	992
ENSG00000224272.2	chr2	241808312	241812016	-	3705
ENSG00000204099.11	chr2	241808825	241817413	+	8589
ENSG00000235151.1	chr2	241844380	241845036	+	657
ENSG00000188389.10	chr2	241849881	241858908	-	9028
ENSG00000188011.5	chr2	241869600	241873823	+	4224
ENSG00000233806.7	chr2	241881363	242078722	+	197360
ENSG00000216921.8	chr2	241893985	241902551	-	8567
ENSG00000237940.3	chr2	241970683	241977276	+	6594
ENSG00000280119.1	chr2	242001209	242006013	+	4805
ENSG00000226423.1	chr2	242025183	242026176	-	994
ENSG00000232002.1	chr2	242047695	242084138	-	36444
ENSG00000261186.2	chr2	242087351	242088457	-	1107
ENSG00000220804.8	chr2	242088633	242160153	+	71521
ENSG00000224160.1	chr2	242119856	242120053	-	198
ENSG00000244528.1	chr2	242122287	242122469	+	183
ENSG00000271153.1	chr2	242175181	242175634	+	454
ENSG00000223587.1	chr3	23757	24501	+	745
ENSG00000224918.1	chr3	53348	54346	-	999
ENSG00000224318.5	chr3	195758	197341	-	1584
ENSG00000134121.9	chr3	196596	409417	+	212822
ENSG00000252017.1	chr3	282689	282792	-	104
ENSG00000231660.1	chr3	308714	309322	-	609
ENSG00000234661.2	chr3	363370	385795	-	22426
ENSG00000224957.5	chr3	536231	846015	+	309785
ENSG00000238075.1	chr3	617789	618314	-	526
ENSG00000224239.1	chr3	857124	858091	+	968
ENSG00000235158.1	chr3	1008135	1012934	+	4800
ENSG00000244169.3	chr3	1065580	1065875	-	296
ENSG00000134115.12	chr3	1092576	1404217	+	311642
ENSG00000232563.1	chr3	1394173	1394448	-	276
ENSG00000184423.5	chr3	1595777	1596245	-	469
ENSG00000214074.3	chr3	1730070	1730474	+	405
ENSG00000214073.2	chr3	1905651	1906125	+	475
ENSG00000225044.1	chr3	1962381	1987470	-	25090
ENSG00000223040.1	chr3	2088933	2089211	-	279
ENSG00000144619.14	chr3	2098813	3057956	+	959144
ENSG00000227588.2	chr3	2110409	2144241	-	33833
ENSG00000230398.1	chr3	2362258	2362738	+	481
ENSG00000225310.1	chr3	2985231	2985575	-	345
ENSG00000237990.3	chr3	3039033	3069242	-	30210
ENSG00000091181.19	chr3	3066326	3126613	-	60288
ENSG00000253049.1	chr3	3102913	3103015	+	103
ENSG00000072756.16	chr3	3126916	3150879	+	23964
ENSG00000113851.14	chr3	3144628	3179727	-	35100
ENSG00000271870.1	chr3	3152942	3153435	+	494
ENSG00000223727.6	chr3	3250687	3627296	-	376610
ENSG00000144455.13	chr3	3700814	4467281	-	766468
ENSG00000175928.5	chr3	3799437	3847703	+	48267
ENSG00000229241.1	chr3	3981981	3984295	-	2315
ENSG00000170364.12	chr3	4303304	4317567	+	14264
ENSG00000234325.1	chr3	4414580	4414960	-	381
ENSG00000231249.1	chr3	4490891	4493163	-	2273
ENSG00000150995.18	chr3	4493348	4847840	+	354493
ENSG00000235947.1	chr3	4749192	4751590	-	2399
ENSG00000275981.1	chr3	4750333	4750685	+	353
ENSG00000235978.6	chr3	4814294	4887293	-	73000
ENSG00000235831.6	chr3	4896809	4979961	-	83153
ENSG00000134107.4	chr3	4979116	4985323	+	6208
ENSG00000230182.1	chr3	5068676	5069044	-	369
ENSG00000224082.1	chr3	5080212	5084429	-	4218
ENSG00000207283.1	chr3	5086178	5086279	-	102
ENSG00000237566.1	chr3	5099627	5099861	+	235
ENSG00000134108.12	chr3	5122220	5180912	+	58693
ENSG00000233912.1	chr3	5156905	5187329	-	30425
ENSG00000268509.2	chr3	5187172	5188298	-	1127
ENSG00000134109.10	chr3	5187646	5219957	+	32312
ENSG00000265180.1	chr3	5250177	5250255	-	79
ENSG00000241227.3	chr3	5252926	5253223	-	298
ENSG00000230944.1	chr3	5255535	5256761	-	1227
ENSG00000229642.1	chr3	5962842	6124120	+	161279
ENSG00000226022.1	chr3	6148484	6365885	+	217402
ENSG00000232958.1	chr3	6208269	6208571	+	303
ENSG00000189229.10	chr3	6490479	6736129	+	245651
ENSG00000226258.6	chr3	6631689	6805449	-	173761
ENSG00000223719.1	chr3	6692319	6693088	+	770
ENSG00000196277.15	chr3	6770001	7741533	+	971533
ENSG00000236152.1	chr3	6773037	6773343	-	307
ENSG00000237665.1	chr3	6892632	6894022	-	1391
ENSG00000236202.1	chr3	7519741	7560333	-	40593
ENSG00000270207.1	chr3	7606890	7607897	-	1008
ENSG00000227110.6	chr3	7952805	8611924	-	659120
ENSG00000228351.1	chr3	8079322	8112924	+	33603
ENSG00000253081.1	chr3	8364529	8364648	-	120
ENSG00000231401.1	chr3	8364707	8366392	-	1686
ENSG00000071282.11	chr3	8501707	8574673	+	72967
ENSG00000224884.1	chr3	8573726	8593124	-	19399
ENSG00000125046.14	chr3	8619400	8745040	-	125641
ENSG00000215160.3	chr3	8682943	8693701	+	10759
ENSG00000182533.6	chr3	8733800	8841808	+	108009
ENSG00000180914.10	chr3	8750408	8769628	-	19221
ENSG00000070950.9	chr3	8775402	8963773	-	188372
ENSG00000281863.1	chr3	8931495	8931632	+	138
ENSG00000199815.2	chr3	8931506	8931631	+	126
ENSG00000196220.15	chr3	8980591	9363053	-	382463
ENSG00000224808.1	chr3	9014123	9015979	+	1857
ENSG00000228723.6	chr3	9192493	9194453	+	1961
ENSG00000227929.4	chr3	9216895	9219508	+	2614
ENSG00000235830.1	chr3	9256759	9257507	+	749
ENSG00000254485.5	chr3	9292588	9363303	-	70716
ENSG00000214041.4	chr3	9348443	9349192	+	750
ENSG00000206573.8	chr3	9349689	9398579	-	48891
ENSG00000134077.15	chr3	9362842	9386791	+	23950
ENSG00000168137.15	chr3	9397615	9479240	+	81626
ENSG00000156959.8	chr3	9498361	9553802	-	55442
ENSG00000235338.1	chr3	9600748	9602728	+	1981
ENSG00000163719.19	chr3	9649433	9702393	+	52961
ENSG00000144550.12	chr3	9703807	9729908	+	26102
ENSG00000156983.15	chr3	9731729	9748018	+	16290
ENSG00000114026.21	chr3	9749944	9788219	+	38276
ENSG00000134072.10	chr3	9757342	9769992	-	12651
ENSG00000171148.13	chr3	9779860	9793011	-	13152
ENSG00000241553.12	chr3	9792495	9807726	+	15232
ENSG00000250151.9	chr3	9793082	9835401	+	42320
ENSG00000214021.15	chr3	9808086	9855138	+	47053
ENSG00000269886.1	chr3	9812762	9813097	-	336
ENSG00000156990.14	chr3	9837849	9844602	-	6754
ENSG00000187288.10	chr3	9866711	9880254	-	13544
ENSG00000171135.13	chr3	9890554	9894349	+	3796
ENSG00000163701.18	chr3	9902612	9916402	+	13791
ENSG00000163702.18	chr3	9917074	9933630	+	16557
ENSG00000212327.1	chr3	9919051	9919153	-	103
ENSG00000163703.17	chr3	9933822	9945413	+	11592
ENSG00000269894.1	chr3	9935706	9936258	+	553
ENSG00000163704.11	chr3	9945542	9952394	-	6853
ENSG00000230082.1	chr3	9947404	9954787	+	7384
ENSG00000269982.1	chr3	9958717	9962539	+	3823
ENSG00000125037.12	chr3	9962537	10011116	-	48580
ENSG00000180385.8	chr3	9986893	10006990	+	20098
ENSG00000232901.1	chr3	10000647	10000940	-	294
ENSG00000206567.9	chr3	10006418	10011209	-	4792
ENSG00000186162.10	chr3	10014238	10026365	-	12128
ENSG00000144554.10	chr3	10026414	10101930	+	75517
ENSG00000201182.1	chr3	10037552	10037655	+	104
ENSG00000229217.1	chr3	10057973	10058287	-	315
ENSG00000163705.12	chr3	10081317	10108231	-	26915
ENSG00000254999.3	chr3	10115592	10127190	+	11599
ENSG00000134086.7	chr3	10141008	10152220	+	11213
ENSG00000134070.4	chr3	10164865	10243743	+	78879
ENSG00000157014.10	chr3	10248023	10281218	+	33196
ENSG00000272410.5	chr3	10249372	10285796	+	36425
ENSG00000231177.4	chr3	10284419	10285746	+	1328
ENSG00000157017.15	chr3	10285675	10292947	-	7273
ENSG00000240288.7	chr3	10285754	10293449	+	7696
ENSG00000276678.1	chr3	10287413	10287482	+	70
ENSG00000157020.17	chr3	10293131	10321178	-	28048
ENSG00000157087.18	chr3	10324023	10708007	-	383985
ENSG00000264534.3	chr3	10330229	10330285	+	57
ENSG00000216135.3	chr3	10394489	10394562	-	74
ENSG00000236999.1	chr3	10566255	10570375	-	4121
ENSG00000224771.1	chr3	10626021	10626807	-	787
ENSG00000226567.1	chr3	10759484	10764192	-	4709
ENSG00000230599.2	chr3	10767464	10771718	+	4255
ENSG00000132164.9	chr3	10816200	10940733	+	124534
ENSG00000157103.11	chr3	10992186	11039249	+	47064
ENSG00000232287.2	chr3	11006098	11019224	-	13127
ENSG00000196639.6	chr3	11137093	11263557	+	126465
ENSG00000213964.3	chr3	11234256	11234582	-	327
ENSG00000197548.12	chr3	11272309	11557665	+	285357
ENSG00000226621.1	chr3	11290406	11290663	-	258
ENSG00000235240.1	chr3	11488300	11488473	-	174
ENSG00000270531.1	chr3	11529488	11529755	-	268
ENSG00000144560.14	chr3	11556070	11771350	-	215281
ENSG00000271716.1	chr3	11607184	11610748	+	3565
ENSG00000272483.1	chr3	11611602	11612197	+	596
ENSG00000144559.10	chr3	11790442	11846919	-	56478
ENSG00000230342.2	chr3	11859674	11891172	+	31499
ENSG00000224263.1	chr3	11878830	11879129	-	300
ENSG00000225275.4	chr3	11900011	11901245	+	1235
ENSG00000231897.1	chr3	11906527	11912313	+	5787
ENSG00000251038.1	chr3	11909634	11910765	-	1132
ENSG00000263988.2	chr3	11952788	11953085	-	298
ENSG00000157152.16	chr3	12004402	12191400	+	186999
ENSG00000226642.1	chr3	12070195	12071360	+	1166
ENSG00000157150.4	chr3	12153051	12159351	-	6301
ENSG00000233026.1	chr3	12165299	12165642	-	344
ENSG00000236062.1	chr3	12257801	12258460	-	660
ENSG00000132170.20	chr3	12287368	12434356	+	146989
ENSG00000225026.1	chr3	12328003	12328274	+	272
ENSG00000154743.17	chr3	12484432	12539623	+	55192
ENSG00000200114.1	chr3	12511095	12511213	-	119
ENSG00000251774.1	chr3	12514706	12514807	+	102
ENSG00000225526.4	chr3	12514934	12561059	-	46126
ENSG00000075975.15	chr3	12557014	12583713	+	26700
ENSG00000274514.1	chr3	12576961	12577237	-	277
ENSG00000132155.11	chr3	12583601	12664226	-	80626
ENSG00000233252.1	chr3	12673699	12673883	+	185
ENSG00000088726.15	chr3	12733525	12769457	-	35933
ENSG00000213943.3	chr3	12787393	12788671	-	1279
ENSG00000144712.11	chr3	12796472	12871916	+	75445
ENSG00000272263.1	chr3	12832219	12832728	-	510
ENSG00000144713.12	chr3	12834485	12841588	-	7104
ENSG00000207496.1	chr3	12840312	12840450	-	139
ENSG00000250939.2	chr3	12850659	12850860	+	202
ENSG00000232746.1	chr3	12877522	12885211	-	7690
ENSG00000144711.14	chr3	12897220	13073117	-	175898
ENSG00000231362.1	chr3	13052967	13053122	-	156
ENSG00000132182.11	chr3	13316235	13420309	-	104075
ENSG00000238138.1	chr3	13460294	13460398	-	105
ENSG00000223398.1	chr3	13460424	13460889	-	466
ENSG00000244502.2	chr3	13476982	13480053	-	3072
ENSG00000163517.14	chr3	13479724	13506424	+	26701
ENSG00000163520.13	chr3	13549131	13638422	+	89292
ENSG00000224514.2	chr3	13650696	13746637	+	95942
ENSG00000154764.5	chr3	13816258	13880121	-	63864
ENSG00000233121.1	chr3	13926813	13927778	+	966
ENSG00000275340.1	chr3	13933056	13937477	+	4422
ENSG00000180438.15	chr3	13937273	14082811	+	145539
ENSG00000224752.1	chr3	14089107	14089871	-	765
ENSG00000163528.12	chr3	14112077	14124870	-	12794
ENSG00000170876.7	chr3	14124940	14143679	+	18740
ENSG00000268279.4	chr3	14135217	14148252	+	13036
ENSG00000228242.6	chr3	14144637	14165978	+	21342
ENSG00000154767.14	chr3	14145147	14178783	-	33637
ENSG00000170860.3	chr3	14178358	14201119	+	22762
ENSG00000255021.1	chr3	14272373	14303845	-	31473
ENSG00000251576.1	chr3	14348451	14352568	-	4118
ENSG00000199609.1	chr3	14394648	14394757	+	110
ENSG00000131389.16	chr3	14402576	14489349	+	86774
ENSG00000144596.12	chr3	14489111	14556075	-	66965
ENSG00000207163.1	chr3	14530982	14531088	-	107
ENSG00000234123.1	chr3	14572852	14574792	-	1941
ENSG00000283392.1	chr3	14602035	14641443	+	39409
ENSG00000235629.1	chr3	14648194	14649432	-	1239
ENSG00000154781.15	chr3	14651746	14672659	+	20914
ENSG00000131379.9	chr3	14675099	14773034	+	97936
ENSG00000230172.1	chr3	14764952	14767440	-	2489
ENSG00000260902.1	chr3	14799331	14811414	-	12084
ENSG00000154783.11	chr3	14810853	14934565	+	123713
ENSG00000225733.5	chr3	14920347	14948424	-	28078
ENSG00000177463.15	chr3	14947584	15053600	+	106017
ENSG00000131368.7	chr3	15042460	15065335	-	22876
ENSG00000131381.12	chr3	15070073	15099163	-	29091
ENSG00000228874.1	chr3	15131848	15132208	-	361
ENSG00000227578.1	chr3	15141380	15142157	+	778
ENSG00000230524.8	chr3	15151833	15205959	-	54127
ENSG00000131375.9	chr3	15206152	15252918	+	46767
ENSG00000224660.1	chr3	15254184	15264493	+	10310
ENSG00000131370.15	chr3	15254853	15341368	-	86516
ENSG00000201162.1	chr3	15339749	15339855	+	107
ENSG00000226427.1	chr3	15375373	15375645	-	273
ENSG00000206562.11	chr3	15381275	15440566	-	59292
ENSG00000144597.13	chr3	15427355	15450635	+	23281
ENSG00000206926.1	chr3	15433110	15433216	-	107
ENSG00000249786.7	chr3	15436171	15455940	-	19770
ENSG00000206561.12	chr3	15450133	15521751	-	71619
ENSG00000263573.1	chr3	15496239	15496308	-	70
ENSG00000241064.3	chr3	15506623	15506905	-	283
ENSG00000131373.14	chr3	15560704	15601852	-	41149
ENSG00000169814.13	chr3	15601341	15647640	+	46300
ENSG00000206560.11	chr3	15667236	15859771	-	192536
ENSG00000264354.1	chr3	15697298	15697371	-	74
ENSG00000279465.1	chr3	15731877	15732536	+	660
ENSG00000270409.1	chr3	15732252	15733470	+	1219
ENSG00000263740.2	chr3	15738515	15738809	+	295
ENSG00000207815.1	chr3	15873771	15873849	+	79
ENSG00000224728.1	chr3	15878047	15879571	+	1525
ENSG00000131386.17	chr3	16174649	16231992	+	57344
ENSG00000154813.9	chr3	16257978	16264972	-	6995
ENSG00000154814.13	chr3	16265160	16350299	+	85140
ENSG00000270739.1	chr3	16275060	16276632	-	1573
ENSG00000131378.13	chr3	16313574	16514026	-	200453
ENSG00000271964.1	chr3	16314439	16314987	+	549
ENSG00000272498.1	chr3	16339308	16339871	+	564
ENSG00000272529.1	chr3	16345126	16346440	+	1315
ENSG00000269391.1	chr3	16530771	16531802	+	1032
ENSG00000233570.1	chr3	16536320	16541373	+	5054
ENSG00000092345.13	chr3	16586792	16670306	-	83515
ENSG00000229271.1	chr3	16687986	16697479	-	9494
ENSG00000224039.1	chr3	16692745	16694202	-	1458
ENSG00000154822.17	chr3	16802651	17090594	+	287944
ENSG00000283885.1	chr3	16933196	16933260	+	65
